Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status,Productivity,Productivity %,Error Rate %,Accuracy %,Rework Rate %,SLA %,SLA Breach,Attendance %,Absenteeism %,Processing Ratio %,Opening Backlog,Closing Backlog,Backlog Status,Productivity Band,Quality Band,SLA Band
REC000911,EMP031,Employee 031,Team D,Quality Review,2026-07-23,General,115,81,34,5,2,95,74,4.82,8.0,93.8,Present,Partial,10.12,67.5,6.17,93.83,2.47,91.36,Yes,100,0,70.43,19813,21043,Backlog Exists,Low,Average,At Risk
REC000912,EMP032,Employee 032,Team D,Quality Review,2026-07-23,Afternoon,59,41,18,3,1,95,30,5.44,8.0,92.94,Present,Partial,5.12,34.17,7.32,92.68,2.44,73.17,Yes,100,0,69.49,19813,21043,Backlog Exists,Low,Average,Breached
REC000913,EMP033,Employee 033,Team D,Quality Review,2026-07-23,Morning,135,95,40,3,2,95,86,6.34,8.0,96.45,Present,Partial,11.88,79.17,3.16,96.84,2.11,90.53,Yes,100,0,70.37,19813,21043,Backlog Exists,Average,Good,At Risk
REC000914,EMP034,Employee 034,Team D,Quality Review,2026-07-23,Night,92,64,28,8,2,95,55,5.84,8.0,87.48,Present,Partial,8.0,53.33,12.5,87.5,3.12,85.94,Yes,100,0,69.57,19813,21043,Backlog Exists,Low,Needs Improvement,Breached
REC000915,EMP035,Employee 035,Team D,Quality Review,2026-07-23,Morning,99,70,29,5,0,95,67,3.29,8.0,93.11,Present,Partial,8.75,58.33,7.14,92.86,0.0,95.71,No,100,0,70.71,19813,21043,Backlog Exists,Low,Average,Met
REC000916,EMP036,Employee 036,Team D,Quality Review,2026-07-23,Night,125,88,37,2,1,95,83,4.24,8.0,97.47,Present,Partial,11.0,73.33,2.27,97.73,1.14,94.32,Yes,100,0,70.4,19813,21043,Backlog Exists,Low,Good,At Risk
REC000917,EMP037,Employee 037,Team D,Quality Review,2026-07-23,Afternoon,162,114,48,0,3,95,108,5.48,8.0,99.58,Present,Partial,14.25,95.0,0.0,100.0,2.63,94.74,Yes,100,0,70.37,19813,21043,Backlog Exists,High,Excellent,At Risk
REC000918,EMP038,Employee 038,Team D,Quality Review,2026-07-23,General,90,63,27,4,0,95,60,4.04,8.0,93.01,Present,Partial,7.88,52.5,6.35,93.65,0.0,95.24,No,100,0,70.0,19813,21043,Backlog Exists,Low,Average,Met
REC000919,EMP039,Employee 039,Team D,Quality Review,2026-07-23,Morning,117,82,35,3,1,95,78,6.67,8.0,96.18,Present,Partial,10.25,68.33,3.66,96.34,1.22,95.12,No,100,0,70.09,19813,21043,Backlog Exists,Low,Good,Met
REC000920,EMP040,Employee 040,Team D,Quality Review,2026-07-23,Night,75,55,20,3,0,95,49,5.15,8.0,94.98,Present,Partial,6.88,45.83,5.45,94.55,0.0,89.09,Yes,100,0,73.33,19813,21043,Backlog Exists,Low,Average,Breached
REC000921,EMP001,Employee 001,Team A,Document Verification,2026-07-24,General,122,97,25,5,1,95,93,5.09,8.0,94.94,Present,Partial,12.12,80.83,5.15,94.85,1.03,95.88,No,100,0,79.51,21043,21847,Backlog Exists,Average,Average,Met
REC000922,EMP002,Employee 002,Team A,Document Verification,2026-07-24,General,109,87,22,6,0,95,84,3.89,8.0,93.07,Present,Partial,10.88,72.5,6.9,93.1,0.0,96.55,No,100,0,79.82,21043,21847,Backlog Exists,Low,Average,Met
REC000923,EMP003,Employee 003,Team A,Document Verification,2026-07-24,General,115,91,24,3,1,95,87,6.5,8.0,97.03,Present,Partial,11.38,75.83,3.3,96.7,1.1,95.6,No,100,0,79.13,21043,21847,Backlog Exists,Average,Good,Met
REC000924,EMP004,Employee 004,Team A,Document Verification,2026-07-24,Night,93,74,19,3,0,95,66,4.63,8.0,95.86,Present,Partial,9.25,61.67,4.05,95.95,0.0,89.19,Yes,100,0,79.57,21043,21847,Backlog Exists,Low,Good,Breached
REC000925,EMP005,Employee 005,Team A,Document Verification,2026-07-24,Night,123,98,25,2,1,95,93,4.95,8.0,98.38,Present,Partial,12.25,81.67,2.04,97.96,1.02,94.9,Yes,100,0,79.67,21043,21847,Backlog Exists,Average,Excellent,At Risk
REC000926,EMP006,Employee 006,Team A,Document Verification,2026-07-24,Afternoon,120,95,25,5,1,95,88,6.02,8.0,94.42,Present,Partial,11.88,79.17,5.26,94.74,1.05,92.63,Yes,100,0,79.17,21043,21847,Backlog Exists,Average,Average,At Risk
REC000927,EMP007,Employee 007,Team A,Document Verification,2026-07-24,General,70,55,15,5,0,95,44,5.62,8.0,91.17,Present,Partial,6.88,45.83,9.09,90.91,0.0,80.0,Yes,100,0,78.57,21043,21847,Backlog Exists,Low,Average,Breached
REC000928,EMP008,Employee 008,Team A,Document Verification,2026-07-24,General,97,77,20,3,1,95,74,4.29,8.0,96.27,Present,Partial,9.62,64.17,3.9,96.1,1.3,96.1,No,100,0,79.38,21043,21847,Backlog Exists,Low,Good,Met
REC000929,EMP009,Employee 009,Team A,Document Verification,2026-07-24,General,57,46,11,2,1,95,35,5.24,8.0,94.99,Present,Partial,5.75,38.33,4.35,95.65,2.17,76.09,Yes,100,0,80.7,21043,21847,Backlog Exists,Low,Average,Breached
REC000930,EMP010,Employee 010,Team A,Document Verification,2026-07-24,General,145,119,26,1,3,95,118,5.61,8.0,98.99,Present,Partial,14.88,99.17,0.84,99.16,2.52,99.16,No,100,0,82.07,21043,21847,Backlog Exists,High,Excellent,Met
REC000931,EMP011,Employee 011,Team B,Data Entry,2026-07-24,General,106,69,37,2,2,95,64,4.89,8.0,96.68,Present,Partial,8.62,57.5,2.9,97.1,2.9,92.75,Yes,100,0,65.09,21043,21847,Backlog Exists,Low,Good,At Risk
REC000932,EMP012,Employee 012,Team B,Data Entry,2026-07-24,Afternoon,165,107,58,1,1,95,100,6.16,8.0,98.71,Present,Partial,13.38,89.17,0.93,99.07,0.93,93.46,Yes,100,0,64.85,21043,21847,Backlog Exists,Average,Excellent,At Risk
REC000933,EMP013,Employee 013,Team B,Data Entry,2026-07-24,Night,92,59,33,4,1,95,55,3.96,8.0,93.39,Present,Partial,7.38,49.17,6.78,93.22,1.69,93.22,Yes,100,0,64.13,21043,21847,Backlog Exists,Low,Average,At Risk
REC000934,EMP014,Employee 014,Team B,Data Entry,2026-07-24,Morning,154,100,54,6,3,95,93,5.03,8.0,94.4,Present,Partial,12.5,83.33,6.0,94.0,3.0,93.0,Yes,100,0,64.94,21043,21847,Backlog Exists,Average,Average,At Risk
REC000935,EMP015,Employee 015,Team B,Data Entry,2026-07-24,Night,85,55,30,5,1,95,43,6.52,8.0,90.23,Present,Partial,6.88,45.83,9.09,90.91,1.82,78.18,Yes,100,0,64.71,21043,21847,Backlog Exists,Low,Average,Breached
REC000936,EMP016,Employee 016,Team B,Data Entry,2026-07-24,Night,139,90,49,0,2,95,87,4.99,8.0,99.59,Present,Partial,11.25,75.0,0.0,100.0,2.22,96.67,No,100,0,64.75,21043,21847,Backlog Exists,Average,Excellent,Met
REC000937,EMP017,Employee 017,Team B,Data Entry,2026-07-24,Afternoon,149,97,52,12,5,95,87,4.43,8.0,87.39,Present,Partial,12.12,80.83,12.37,87.63,5.15,89.69,Yes,100,0,65.1,21043,21847,Backlog Exists,Average,Needs Improvement,Breached
REC000938,EMP018,Employee 018,Team B,Data Entry,2026-07-24,Morning,0,0,0,0,0,95,0,4.82,0.0,93.5,Leave,Pending,0.0,0.0,0.0,100.0,0.0,0.0,Yes,0,100,0.0,21043,21847,Backlog Exists,Low,Average,Breached
REC000939,EMP019,Employee 019,Team B,Data Entry,2026-07-24,Night,139,90,49,2,1,95,89,3.21,8.0,98.19,Present,Partial,11.25,75.0,2.22,97.78,1.11,98.89,No,100,0,64.75,21043,21847,Backlog Exists,Average,Excellent,Met
REC000940,EMP020,Employee 020,Team B,Data Entry,2026-07-24,Afternoon,122,81,41,7,1,95,65,4.33,8.0,91.4,Present,Partial,10.12,67.5,8.64,91.36,1.23,80.25,Yes,100,0,66.39,21043,21847,Backlog Exists,Low,Average,Breached
REC000941,EMP021,Employee 021,Team C,Application Processing,2026-07-24,Afternoon,160,130,30,3,1,95,118,6.52,8.0,97.32,Present,Partial,16.25,100.0,2.31,97.69,0.77,90.77,Yes,100,0,81.25,21043,21847,Backlog Exists,High,Good,At Risk
REC000942,EMP022,Employee 022,Team C,Application Processing,2026-07-24,General,125,101,24,4,3,95,91,6.43,8.0,95.7,Present,Partial,12.62,84.17,3.96,96.04,2.97,90.1,Yes,100,0,80.8,21043,21847,Backlog Exists,Average,Good,At Risk
REC000943,EMP023,Employee 023,Team C,Application Processing,2026-07-24,Night,121,98,23,1,2,95,94,5.02,8.0,98.64,Present,Partial,12.25,81.67,1.02,98.98,2.04,95.92,No,100,0,80.99,21043,21847,Backlog Exists,Average,Excellent,Met
REC000944,EMP024,Employee 024,Team C,Application Processing,2026-07-24,Night,89,72,17,2,1,95,69,4.47,8.0,96.82,Present,Partial,9.0,60.0,2.78,97.22,1.39,95.83,No,100,0,80.9,21043,21847,Backlog Exists,Low,Good,Met
REC000945,EMP025,Employee 025,Team C,Application Processing,2026-07-24,Afternoon,128,104,24,7,3,95,88,6.87,8.0,93.71,Present,Partial,13.0,86.67,6.73,93.27,2.88,84.62,Yes,100,0,81.25,21043,21847,Backlog Exists,Average,Average,Breached
REC000946,EMP026,Employee 026,Team C,Application Processing,2026-07-24,Afternoon,170,137,33,1,1,95,128,6.08,8.0,99.34,Present,Partial,17.12,100.0,0.73,99.27,0.73,93.43,Yes,100,0,80.59,21043,21847,Backlog Exists,High,Excellent,At Risk
REC000947,EMP027,Employee 027,Team C,Application Processing,2026-07-24,Afternoon,106,86,20,4,2,95,74,4.76,8.0,95.4,Present,Partial,10.75,71.67,4.65,95.35,2.33,86.05,Yes,100,0,81.13,21043,21847,Backlog Exists,Low,Good,Breached
REC000948,EMP028,Employee 028,Team C,Application Processing,2026-07-24,Morning,87,70,17,4,2,95,59,5.33,8.0,93.83,Present,Partial,8.75,58.33,5.71,94.29,2.86,84.29,Yes,100,0,80.46,21043,21847,Backlog Exists,Low,Average,Breached
REC000949,EMP029,Employee 029,Team C,Application Processing,2026-07-24,Morning,165,134,31,0,5,95,133,5.81,7.5,99.95,Late,Partial,17.87,100.0,0.0,100.0,3.73,99.25,No,100,0,81.21,21043,21847,Backlog Exists,High,Excellent,Met
REC000950,EMP030,Employee 030,Team C,Application Processing,2026-07-24,General,94,78,16,5,1,95,62,6.56,8.0,93.72,Present,Partial,9.75,65.0,6.41,93.59,1.28,79.49,Yes,100,0,82.98,21043,21847,Backlog Exists,Low,Average,Breached
REC000951,EMP031,Employee 031,Team D,Quality Review,2026-07-24,General,81,86,0,3,2,95,82,5.61,8.0,96.21,Present,Completed,10.75,71.67,3.49,96.51,2.33,95.35,No,100,0,106.17,21043,21847,Backlog Exists,Low,Good,Met
REC000952,EMP032,Employee 032,Team D,Quality Review,2026-07-24,Afternoon,43,45,0,4,1,95,38,5.05,8.0,90.44,Present,Completed,5.62,37.5,8.89,91.11,2.22,84.44,Yes,100,0,104.65,21043,21847,Backlog Exists,Low,Average,Breached
REC000953,EMP033,Employee 033,Team D,Quality Review,2026-07-24,Morning,67,71,0,3,0,95,64,5.86,8.0,96.35,Present,Completed,8.88,59.17,4.23,95.77,0.0,90.14,Yes,100,0,105.97,21043,21847,Backlog Exists,Low,Good,At Risk
REC000954,EMP034,Employee 034,Team D,Quality Review,2026-07-24,Night,85,90,0,9,3,95,84,3.02,8.0,90.19,Present,Completed,11.25,75.0,10.0,90.0,3.33,93.33,Yes,100,0,105.88,21043,21847,Backlog Exists,Average,Average,At Risk
REC000955,EMP035,Employee 035,Team D,Quality Review,2026-07-24,Morning,110,116,0,4,4,95,108,3.48,8.0,96.34,Present,Completed,14.5,96.67,3.45,96.55,3.45,93.1,Yes,100,0,105.45,21043,21847,Backlog Exists,High,Good,At Risk
REC000956,EMP036,Employee 036,Team D,Quality Review,2026-07-24,Night,63,67,0,4,2,95,60,5.43,8.0,94.6,Present,Completed,8.38,55.83,5.97,94.03,2.99,89.55,Yes,100,0,106.35,21043,21847,Backlog Exists,Low,Average,Breached
REC000957,EMP037,Employee 037,Team D,Quality Review,2026-07-24,Afternoon,129,136,0,2,2,95,128,5.35,8.0,98.21,Present,Completed,17.0,100.0,1.47,98.53,1.47,94.12,Yes,100,0,105.43,21043,21847,Backlog Exists,High,Excellent,At Risk
REC000958,EMP038,Employee 038,Team D,Quality Review,2026-07-24,General,103,109,0,7,2,95,101,3.75,8.0,93.49,Present,Completed,13.62,90.83,6.42,93.58,1.83,92.66,Yes,100,0,105.83,21043,21847,Backlog Exists,High,Average,At Risk
REC000959,EMP039,Employee 039,Team D,Quality Review,2026-07-24,Morning,82,87,0,6,1,95,84,6.13,7.5,93.28,Late,Completed,11.6,77.33,6.9,93.1,1.15,96.55,No,100,0,106.1,21043,21847,Backlog Exists,Average,Average,Met
REC000960,EMP040,Employee 040,Team D,Quality Review,2026-07-24,Night,55,57,0,3,0,95,52,4.58,7.5,94.45,Late,Completed,7.6,50.67,5.26,94.74,0.0,91.23,Yes,100,0,103.64,21043,21847,Backlog Exists,Low,Average,At Risk
REC000961,EMP001,Employee 001,Team A,Document Verification,2026-07-25,General,83,81,2,2,2,95,72,5.78,8.0,97.28,Present,Partial,10.12,67.5,2.47,97.53,2.47,88.89,Yes,100,0,97.59,21847,21766,Backlog Exists,Low,Good,Breached
REC000962,EMP002,Employee 002,Team A,Document Verification,2026-07-25,General,68,67,1,3,1,95,61,4.19,8.0,95.6,Present,Partial,8.38,55.83,4.48,95.52,1.49,91.04,Yes,100,0,98.53,21847,21766,Backlog Exists,Low,Good,At Risk
REC000963,EMP003,Employee 003,Team A,Document Verification,2026-07-25,General,95,92,3,5,1,95,83,4.0,8.0,94.32,Present,Partial,11.5,76.67,5.43,94.57,1.09,90.22,Yes,100,0,96.84,21847,21766,Backlog Exists,Average,Average,At Risk
REC000964,EMP004,Employee 004,Team A,Document Verification,2026-07-25,Night,85,83,2,3,2,95,76,6.11,8.0,96.42,Present,Partial,10.38,69.17,3.61,96.39,2.41,91.57,Yes,100,0,97.65,21847,21766,Backlog Exists,Low,Good,At Risk
REC000965,EMP005,Employee 005,Team A,Document Verification,2026-07-25,Night,100,97,3,0,2,95,95,3.57,8.0,99.52,Present,Partial,12.12,80.83,0.0,100.0,2.06,97.94,No,100,0,97.0,21847,21766,Backlog Exists,Average,Excellent,Met
REC000966,EMP006,Employee 006,Team A,Document Verification,2026-07-25,Afternoon,95,93,2,6,1,95,85,3.73,8.0,93.12,Present,Partial,11.62,77.5,6.45,93.55,1.08,91.4,Yes,100,0,97.89,21847,21766,Backlog Exists,Average,Average,At Risk
REC000967,EMP007,Employee 007,Team A,Document Verification,2026-07-25,General,67,66,1,5,1,95,57,6.88,8.0,92.13,Present,Partial,8.25,55.0,7.58,92.42,1.52,86.36,Yes,100,0,98.51,21847,21766,Backlog Exists,Low,Average,Breached
REC000968,EMP008,Employee 008,Team A,Document Verification,2026-07-25,General,74,72,2,5,2,95,65,5.5,8.0,93.09,Present,Partial,9.0,60.0,6.94,93.06,2.78,90.28,Yes,100,0,97.3,21847,21766,Backlog Exists,Low,Average,At Risk
REC000969,EMP009,Employee 009,Team A,Document Verification,2026-07-25,General,65,63,2,7,1,95,52,6.35,8.0,89.05,Present,Partial,7.88,52.5,11.11,88.89,1.59,82.54,Yes,100,0,96.92,21847,21766,Backlog Exists,Low,Needs Improvement,Breached
REC000970,EMP010,Employee 010,Team A,Document Verification,2026-07-25,General,107,106,1,2,2,95,101,2.98,8.0,98.49,Present,Partial,13.25,88.33,1.89,98.11,1.89,95.28,No,100,0,99.07,21847,21766,Backlog Exists,Average,Excellent,Met
REC000971,EMP011,Employee 011,Team B,Data Entry,2026-07-25,General,82,80,2,5,2,95,75,4.8,8.0,93.18,Present,Partial,10.0,66.67,6.25,93.75,2.5,93.75,Yes,100,0,97.56,21847,21766,Backlog Exists,Low,Average,At Risk
REC000972,EMP012,Employee 012,Team B,Data Entry,2026-07-25,Afternoon,143,140,3,1,5,95,132,5.78,8.0,99.26,Present,Partial,17.5,100.0,0.71,99.29,3.57,94.29,Yes,100,0,97.9,21847,21766,Backlog Exists,High,Excellent,At Risk
REC000973,EMP013,Employee 013,Team B,Data Entry,2026-07-25,Night,69,68,1,2,1,95,65,4.83,8.0,97.17,Present,Partial,8.5,56.67,2.94,97.06,1.47,95.59,No,100,0,98.55,21847,21766,Backlog Exists,Low,Good,Met
REC000974,EMP014,Employee 014,Team B,Data Entry,2026-07-25,Morning,89,88,1,3,2,95,78,4.16,8.0,96.38,Present,Partial,11.0,73.33,3.41,96.59,2.27,88.64,Yes,100,0,98.88,21847,21766,Backlog Exists,Low,Good,Breached
REC000975,EMP015,Employee 015,Team B,Data Entry,2026-07-25,Night,45,44,1,2,1,95,35,8.33,8.0,94.89,Present,Partial,5.5,36.67,4.55,95.45,2.27,79.55,Yes,100,0,97.78,21847,21766,Backlog Exists,Low,Average,Breached
REC000976,EMP016,Employee 016,Team B,Data Entry,2026-07-25,Night,123,121,2,1,1,95,120,4.68,8.0,98.83,Present,Partial,15.12,100.0,0.83,99.17,0.83,99.17,No,100,0,98.37,21847,21766,Backlog Exists,High,Excellent,Met
REC000977,EMP017,Employee 017,Team B,Data Entry,2026-07-25,Afternoon,102,100,2,9,5,95,87,5.33,8.0,90.67,Present,Partial,12.5,83.33,9.0,91.0,5.0,87.0,Yes,100,0,98.04,21847,21766,Backlog Exists,Average,Average,Breached
REC000978,EMP018,Employee 018,Team B,Data Entry,2026-07-25,Morning,77,76,1,3,2,95,67,5.18,8.0,96.49,Present,Partial,9.5,63.33,3.95,96.05,2.63,88.16,Yes,100,0,98.7,21847,21766,Backlog Exists,Low,Good,Breached
REC000979,EMP019,Employee 019,Team B,Data Entry,2026-07-25,Night,134,131,3,4,1,95,124,5.67,8.0,97.02,Present,Partial,16.38,100.0,3.05,96.95,0.76,94.66,Yes,100,0,97.76,21847,21766,Backlog Exists,High,Good,At Risk
REC000980,EMP020,Employee 020,Team B,Data Entry,2026-07-25,Afternoon,46,44,2,3,0,95,37,8.22,8.0,93.02,Present,Partial,5.5,36.67,6.82,93.18,0.0,84.09,Yes,100,0,95.65,21847,21766,Backlog Exists,Low,Average,Breached
REC000981,EMP021,Employee 021,Team C,Application Processing,2026-07-25,Afternoon,118,115,3,2,3,95,110,5.42,8.0,98.65,Present,Partial,14.38,95.83,1.74,98.26,2.61,95.65,No,100,0,97.46,21847,21766,Backlog Exists,High,Excellent,Met
REC000982,EMP022,Employee 022,Team C,Application Processing,2026-07-25,General,70,68,2,1,2,95,64,5.89,8.0,97.8,Present,Partial,8.5,56.67,1.47,98.53,2.94,94.12,Yes,100,0,97.14,21847,21766,Backlog Exists,Low,Good,At Risk
REC000983,EMP023,Employee 023,Team C,Application Processing,2026-07-25,Night,107,104,3,2,3,95,101,3.74,8.0,97.82,Present,Partial,13.0,86.67,1.92,98.08,2.88,97.12,No,100,0,97.2,21847,21766,Backlog Exists,Average,Good,Met
REC000984,EMP024,Employee 024,Team C,Application Processing,2026-07-25,Night,93,91,2,3,1,95,83,4.97,8.0,97.18,Present,Partial,11.38,75.83,3.3,96.7,1.1,91.21,Yes,100,0,97.85,21847,21766,Backlog Exists,Average,Good,At Risk
REC000985,EMP025,Employee 025,Team C,Application Processing,2026-07-25,Afternoon,101,98,3,7,1,95,89,4.17,8.0,93.18,Present,Partial,12.25,81.67,7.14,92.86,1.02,90.82,Yes,100,0,97.03,21847,21766,Backlog Exists,Average,Average,At Risk
REC000986,EMP026,Employee 026,Team C,Application Processing,2026-07-25,Afternoon,123,119,4,0,3,95,110,6.46,8.0,99.62,Present,Partial,14.88,99.17,0.0,100.0,2.52,92.44,Yes,100,0,96.75,21847,21766,Backlog Exists,High,Excellent,At Risk
REC000987,EMP027,Employee 027,Team C,Application Processing,2026-07-25,Afternoon,88,86,2,5,3,95,78,5.29,8.0,94.19,Present,Partial,10.75,71.67,5.81,94.19,3.49,90.7,Yes,100,0,97.73,21847,21766,Backlog Exists,Low,Average,At Risk
REC000988,EMP028,Employee 028,Team C,Application Processing,2026-07-25,Morning,71,69,2,6,2,95,57,5.2,8.0,91.5,Present,Partial,8.62,57.5,8.7,91.3,2.9,82.61,Yes,100,0,97.18,21847,21766,Backlog Exists,Low,Average,Breached
REC000989,EMP029,Employee 029,Team C,Application Processing,2026-07-25,Morning,100,97,3,1,1,95,94,6.07,8.0,98.63,Present,Partial,12.12,80.83,1.03,98.97,1.03,96.91,No,100,0,97.0,21847,21766,Backlog Exists,Average,Excellent,Met
REC000990,EMP030,Employee 030,Team C,Application Processing,2026-07-25,General,66,65,1,5,1,95,51,5.41,7.5,92.42,Late,Partial,8.67,57.78,7.69,92.31,1.54,78.46,Yes,100,0,98.48,21847,21766,Backlog Exists,Low,Average,Breached
REC000991,EMP031,Employee 031,Team D,Quality Review,2026-07-25,General,82,98,0,2,3,95,93,4.5,8.0,97.99,Present,Completed,12.25,81.67,2.04,97.96,3.06,94.9,Yes,100,0,119.51,21847,21766,Backlog Exists,Average,Good,At Risk
REC000992,EMP032,Employee 032,Team D,Quality Review,2026-07-25,Afternoon,64,77,0,8,2,95,59,6.96,8.0,89.62,Present,Completed,9.62,64.17,10.39,89.61,2.6,76.62,Yes,100,0,120.31,21847,21766,Backlog Exists,Low,Needs Improvement,Breached
REC000993,EMP033,Employee 033,Team D,Quality Review,2026-07-25,Morning,82,98,0,2,3,95,93,6.09,8.0,97.57,Present,Completed,12.25,81.67,2.04,97.96,3.06,94.9,Yes,100,0,119.51,21847,21766,Backlog Exists,Average,Good,At Risk
REC000994,EMP034,Employee 034,Team D,Quality Review,2026-07-25,Night,60,72,0,6,3,95,67,4.89,8.0,90.99,Present,Completed,9.0,60.0,8.33,91.67,4.17,93.06,Yes,100,0,120.0,21847,21766,Backlog Exists,Low,Average,At Risk
REC000995,EMP035,Employee 035,Team D,Quality Review,2026-07-25,Morning,80,96,0,7,2,95,84,6.71,8.0,93.2,Present,Completed,12.0,80.0,7.29,92.71,2.08,87.5,Yes,100,0,120.0,21847,21766,Backlog Exists,Average,Average,Breached
REC000996,EMP036,Employee 036,Team D,Quality Review,2026-07-25,Night,77,93,0,2,1,95,87,3.37,8.0,97.81,Present,Completed,11.62,77.5,2.15,97.85,1.08,93.55,Yes,100,0,120.78,21847,21766,Backlog Exists,Average,Good,At Risk
REC000997,EMP037,Employee 037,Team D,Quality Review,2026-07-25,Afternoon,98,118,0,1,2,95,112,3.22,8.0,99.19,Present,Completed,14.75,98.33,0.85,99.15,1.69,94.92,Yes,100,0,120.41,21847,21766,Backlog Exists,High,Excellent,At Risk
REC000998,EMP038,Employee 038,Team D,Quality Review,2026-07-25,General,61,74,0,5,2,95,65,5.11,8.0,93.56,Present,Completed,9.25,61.67,6.76,93.24,2.7,87.84,Yes,100,0,121.31,21847,21766,Backlog Exists,Low,Average,Breached
REC000999,EMP039,Employee 039,Team D,Quality Review,2026-07-25,Morning,78,94,0,2,3,95,90,6.69,8.0,97.43,Present,Completed,11.75,78.33,2.13,97.87,3.19,95.74,No,100,0,120.51,21847,21766,Backlog Exists,Average,Good,Met
REC001000,EMP040,Employee 040,Team D,Quality Review,2026-07-25,Night,37,42,0,5,0,95,35,8.05,7.5,88.73,Late,Completed,5.6,37.33,11.9,88.1,0.0,83.33,Yes,100,0,113.51,21847,21766,Backlog Exists,Low,Needs Improvement,Breached
REC001001,EMP001,Employee 001,Team A,Document Verification,2026-07-26,General,59,73,0,2,2,95,66,6.06,8.0,96.63,Present,Completed,9.12,60.83,2.74,97.26,2.74,90.41,Yes,100,0,123.73,21766,21398,Backlog Exists,Low,Good,At Risk
REC001002,EMP002,Employee 002,Team A,Document Verification,2026-07-26,General,75,94,0,6,1,95,90,6.95,8.0,93.87,Present,Completed,11.75,78.33,6.38,93.62,1.06,95.74,No,100,0,125.33,21766,21398,Backlog Exists,Average,Average,Met
REC001003,EMP003,Employee 003,Team A,Document Verification,2026-07-26,General,69,86,0,4,3,95,79,4.17,8.0,95.56,Present,Completed,10.75,71.67,4.65,95.35,3.49,91.86,Yes,100,0,124.64,21766,21398,Backlog Exists,Low,Good,At Risk
REC001004,EMP004,Employee 004,Team A,Document Verification,2026-07-26,Night,72,90,0,5,3,95,80,5.32,8.0,94.33,Present,Completed,11.25,75.0,5.56,94.44,3.33,88.89,Yes,100,0,125.0,21766,21398,Backlog Exists,Average,Average,Breached
REC001005,EMP005,Employee 005,Team A,Document Verification,2026-07-26,Night,94,118,0,2,3,95,115,3.82,8.0,98.67,Present,Completed,14.75,98.33,1.69,98.31,2.54,97.46,No,100,0,125.53,21766,21398,Backlog Exists,High,Excellent,Met
REC001006,EMP006,Employee 006,Team A,Document Verification,2026-07-26,Afternoon,58,72,0,3,2,95,64,3.57,8.0,96.1,Present,Completed,9.0,60.0,4.17,95.83,2.78,88.89,Yes,100,0,124.14,21766,21398,Backlog Exists,Low,Good,Breached
REC001007,EMP007,Employee 007,Team A,Document Verification,2026-07-26,General,54,68,0,4,1,95,52,6.19,8.0,94.18,Present,Completed,8.5,56.67,5.88,94.12,1.47,76.47,Yes,100,0,125.93,21766,21398,Backlog Exists,Low,Average,Breached
REC001008,EMP008,Employee 008,Team A,Document Verification,2026-07-26,General,83,104,0,3,1,95,98,3.4,8.0,97.49,Present,Completed,13.0,86.67,2.88,97.12,0.96,94.23,Yes,100,0,125.3,21766,21398,Backlog Exists,Average,Good,At Risk
REC001009,EMP009,Employee 009,Team A,Document Verification,2026-07-26,General,58,73,0,9,1,95,63,7.02,8.0,88.23,Present,Completed,9.12,60.83,12.33,87.67,1.37,86.3,Yes,100,0,125.86,21766,21398,Backlog Exists,Low,Needs Improvement,Breached
REC001010,EMP010,Employee 010,Team A,Document Verification,2026-07-26,General,94,116,0,3,2,95,110,3.04,8.0,97.02,Present,Completed,14.5,96.67,2.59,97.41,1.72,94.83,Yes,100,0,123.4,21766,21398,Backlog Exists,High,Good,At Risk
REC001011,EMP011,Employee 011,Team B,Data Entry,2026-07-26,General,91,92,0,4,1,95,86,3.53,8.0,95.9,Present,Completed,11.5,76.67,4.35,95.65,1.09,93.48,Yes,100,0,101.1,21766,21398,Backlog Exists,Average,Good,At Risk
REC001012,EMP012,Employee 012,Team B,Data Entry,2026-07-26,Afternoon,102,103,0,1,4,95,96,2.98,8.0,99.42,Present,Completed,12.88,85.83,0.97,99.03,3.88,93.2,Yes,100,0,100.98,21766,21398,Backlog Exists,Average,Excellent,At Risk
REC001013,EMP013,Employee 013,Team B,Data Entry,2026-07-26,Night,66,67,0,2,0,95,61,6.26,8.0,97.61,Present,Completed,8.38,55.83,2.99,97.01,0.0,91.04,Yes,100,0,101.52,21766,21398,Backlog Exists,Low,Good,At Risk
REC001014,EMP014,Employee 014,Team B,Data Entry,2026-07-26,Morning,83,84,0,2,2,95,78,5.68,8.0,97.45,Present,Completed,10.5,70.0,2.38,97.62,2.38,92.86,Yes,100,0,101.2,21766,21398,Backlog Exists,Low,Good,At Risk
REC001015,EMP015,Employee 015,Team B,Data Entry,2026-07-26,Night,60,61,0,3,1,95,51,3.64,8.0,94.73,Present,Completed,7.62,50.83,4.92,95.08,1.64,83.61,Yes,100,0,101.67,21766,21398,Backlog Exists,Low,Average,Breached
REC001016,EMP016,Employee 016,Team B,Data Entry,2026-07-26,Night,110,111,0,1,4,95,110,6.52,8.0,98.73,Present,Completed,13.88,92.5,0.9,99.1,3.6,99.1,No,100,0,100.91,21766,21398,Backlog Exists,High,Excellent,Met
